,base,tag
10458,UP,subst:sg:nom:f
10459,zatwardziały,adj:sg:nom:n:pos
10460,LPR,subst:sg:nom:m3
10461,kret,subst:sg:nom:m1
10462,zmieniacz,subst:sg:gen:m3
10463,ubytkowy,adj:pl:gen:m1:pos
10464,skierowanie,subst:sg:dat:n
10465,kendo,subst:sg:nom:n
10466,spłaszczyć,praet:sg:f:perf
10467,panewka,subst:pl:gen:f
10468,biodro,subst:sg:gen:n
10469,uklęknąć,inf:perf
10470,Bydgoszcz,subst:sg:nom:f
10471,Toruń,subst:sg:loc:m3
10472,komódka,subst:sg:nom:f
10473,laptop,subst:sg:gen:m2
10474,niewygodnie,adv:pos
10475,kanapa,subst:sg:dat:f
10476,Zuzia,subst:sg:nom:f
10477,Włodek,subst:sg:nom:m1
10478,pozmywać,ppas:sg:nom:n:perf:neg
10479,pościelić,fin:pl:pri:perf
10480,naczy,ign
10481,Paulin,subst:sg:gen:m1
10482,inteligent,subst:sg:gen:m1
10483,inteligentny,adj:sg:nom:n:pos
10484,przebłysk,subst:sg:gen:m3
10485,tłumokomi,ign
10486,przeciętna,subst:pl:gen:f
10487,kolczyk,subst:pl:nom:m3
10488,przebić,fin:sg:sec:perf
10489,pępęk,ign
10490,hehe,ign
10491,tandeta,subst:sg:gen:f
10492,miec,ign
10493,MIHAU,ign
10494,wiśniowski,adj:sg:nom:f:pos
10495,takto,ign
10496,luzz,ign
10497,zdanko,subst:sg:nom:n
10498,standart,ign
10499,chrząstka,subst:sg:dat:f
10500,tragusa,ign
10501,przebijać,fin:sg:ter:imperf
10502,dziurka,subst:pl:gen:f
10503,brew,subst:sg:gen:f
10504,brzydko,adv:pos
10505,wygladala,ign
10506,harcmistrz,brev:pun
10507,wrażliwy,adj:sg:nom:f:pos
10508,odpadać,ger:sg:nom:n:imperf:aff
10509,xdd,ign
10510,Moncia,ign
10511,991,num:pl:nom:m1:rec
10512,ddd,ign
10513,zapamietam,ign
10514,gulka,subst:sg:acc:f
10515,ropa,subst:sg:acc:f
10516,zbytnio,adv:pos
10517,wylecieć,praet:sg:f:perf
10518,chciałą,ign
10519,goić,fin:sg:ter:imperf
10520,zagoić,inf:perf
10521,popsikać,praet:sg:f:perf
10522,pare,ign
10523,czyms,ign
10524,_,interp
10525,brązowy,adj:sg:nom:m1:pos
10526,blezer,subst:sg:nom:m3
10527,spódnica,subst:sg:acc:f
10528,wystawać,fin:pl:ter:imperf
10529,chuda,subst:sg:nom:f
10530,łydka,subst:sg:gen:f
10531,Your,ign
10532,accent,ign
10533,Brytyjka,subst:sg:inst:f
10534,Przystupa,ign
10535,David,subst:sg:gen:m1
10536,Angielka,subst:sg:nom:f
10537,sprzątanie,subst:sg:gen:n
10538,Kate,ign
10539,Charlotta,ign
10540,bywalczyni,subst:sg:nom:f
10541,something,ign
10542,Gun,ign
10543,Przystupie,ign
10544,spomiędzy,prep:gen
10545,czytywać,fin:sg:ter:imperf
10546,kolacja,subst:sg:gen:f
10547,przyzwoitość,subst:sg:gen:f
10548,brzdąkać,praet:sg:m1:imperf
10549,gitara,subst:sg:dat:f
10550,komponować,fin:sg:ter:imperf
10551,dopóty,conj
10552,mawiać,inf:imperf
10553,Gwiazda,subst:sg:inst:m1
10554,cytować,fin:sg:ter:imperf
10555,przytomnieć,praet:pl:m1:imperf
10556,medium,subst:sg:nom:n
10557,seans,subst:pl:gen:m3
10558,stolik,subst:sg:gen:m3
10559,teczka,subst:sg:gen:f
10560,drobniak,subst:pl:nom:m2
10561,Fin,subst:pl:gen:m1
10562,Pirkka,ign
10563,zadrżeć,praet:sg:m1:perf
10564,myć,praet:pl:m1:imperf
10565,tyłek,subst:sg:loc:m3
10566,warknąć,praet:sg:m1:perf
10567,Hagen,ign
10568,stolarnia,subst:sg:inst:f
10569,zadrzeć,praet:sg:m1:perf
10570,poszukać,inf:perf
10571,Ylvy,ign
10572,pióropusz,subst:pl:inst:m3
10573,buchać,pact:sg:gen:f:imperf:aff
10574,Järlasjön,ign
10575,Francuzka,subst:sg:nom:f
10576,błyszczeć,praet:pl:m1:imperf
10577,pot,subst:sg:gen:m3
10578,widocznie,adv:pos
10579,zawiadomić,inf:perf
10580,wycelować,ppas:sg:nom:n:perf:aff
10581,koronkowy,adj:sg:acc:f:pos
10582,whisky,subst:sg:nom:f
10583,Cox,ign
10584,obudzić,inf:perf
10585,spłowiały,adj:sg:inst:m1:pos
10586,błękit,subst:sg:inst:m3
10587,tęczówka,subst:sg:gen:f
10588,lekarka,subst:sg:nom:f
10589,zadziwiająco,adv:pos
10590,zamilkły,adj:sg:nom:f:pos
10591,półksiężyc,subst:sg:gen:m3
10592,zapukać,praet:sg:n:perf
10593,przykrótki,adj:sg:gen:f:pos
10594,surdut,subst:sg:gen:m3
10595,rozczłapać,ppas:sg:nom:n:perf:aff
10596,iks,subst:sg:nom:m1
10597,basset,subst:sg:inst:m2
10598,Przystupy,ign
10599,album,subst:sg:nom:m3
10600,portfolio,subst:sg:nom:n
10601,charakteryzacja,subst:sg:gen:f
10602,Charliem,ign
10603,Chaplin,subst:sg:inst:m1
10604,piła,subst:pl:gen:f
10605,metodycznie,adv:pos
10606,sypialnia,subst:sg:gen:f
10607,wyładować,praet:pl:m1:perf
10608,zmywarka,subst:sg:acc:f
10609,wsad,subst:sg:gen:m3
10610,nasypać,fin:sg:sec:perf
10611,przetrzeć,praet:sg:m1:perf
10612,ścierka,subst:sg:acc:f
10613,blat,subst:sg:inst:m3
10614,wtarabanić,praet:sg:m1:perf
10615,równość,subst:sg:nom:f
10616,Georg,ign
10617,Fridrich,ign
10618,Hegel,subst:sg:nom:m1
10619,filozofia,subst:sg:nom:f
10620,ślepy,subst:sg:nom:m1
10621,zaułek,subst:sg:loc:m3
10622,zadowalający,adj:sg:nom:n:pos
10623,grecki,subst:pl:gen:m3
10624,wybrnąć,praet:sg:f:perf
10625,Cyruliński,ign
10626,zadołować,inf:perf
10627,posłużyć,inf:perf
10628,odnowić,ppas:sg:nom:n:perf:aff
10629,balkonik,subst:sg:nom:m3
10630,comiesięczny,adj:sg:gen:f:pos
10631,Cela,subst:sg:nom:f
10632,hitlerowski,adj:sg:gen:m1:pos
10633,współwinny,adj:sg:nom:f:pos
10634,uniewinnienie,subst:sg:nom:n
10635,uniewinniać,pact:sg:nom:m1:imperf:aff
10636,zacieśnić,ger:sg:nom:n:perf:aff
10637,wewnątrz,adv:pos
10638,mącić,fin:pl:pri:imperf
10639,braterstwo,subst:sg:gen:n
10640,mgliście,adv:pos
10641,cięcie,subst:sg:nom:n
10642,nawinąć,praet:sg:m1:perf
10643,indziej,adv:pos
10644,tupanie,subst:sg:gen:n
10645,gniew,subst:sg:nom:m3
10646,bezsilność,subst:sg:gen:f
10647,chytrość,subst:sg:nom:f
10648,jąć,praet:sg:f:perf
10649,zaniedbały,adj:pl:nom:m1:pos
10650,czymżeśmy,ign
10651,zgrzeszyć,praet:pl:m1:perf
10652,zwyczajny,adj:sg:nom:m1:pos
10653,modlitwa,subst:sg:gen:f
10654,niema,subst:sg:nom:f
10655,przekleństwo,subst:sg:gen:n
10656,przyżółkły,adj:sg:nom:f:pos
10657,chłopaczek,subst:pl:inst:m1
10658,cherubinowy,adj:pl:gen:m1:pos
10659,nowomodny,adj:sg:nom:f:pos
10660,plastik,subst:pl:nom:m3
10661,wprasować,ppas:sg:nom:f:perf:aff
10662,drobiazg,subst:pl:nom:m3
10663,wpół,adv:pos
10664,Felińskiego,ign
10665,mundur,subst:sg:loc:m3
10666,demonstracyjnie,adv:pos
10667,penetracja,subst:sg:acc:f
10668,ustały,adj:sg:nom:m1:pos
10669,jarmark,subst:sg:nom:m3
10670,objuczyć,ppas:sg:nom:f:perf:aff
10671,zamienny,adj:sg:nom:n:pos
10672,nudny,adj:sg:nom:n:pos
10673,siedemdziesiąty,adj:pl:gen:m1:pos
10674,Rumunia,subst:sg:nom:f
10675,enfant,ign
10676,terrible,ign
10677,ustabilizować,praet:pl:m2:perf
10678,dyplomatyczny,adj:sg:nom:n:pos
10679,Liban,subst:sg:loc:m3
10680,dotkliwy,adj:sg:nom:n:com
10681,ewakuacyjny,adj:pl:gen:m1:pos
10682,libański,adj:sg:nom:f:pos
10683,prowokować,fin:sg:ter:imperf
10684,druz,subst:pl:inst:m1
10685,szyita,subst:pl:nom:m1
10686,wycofywać,fin:sg:pri:imperf
10687,Olszewo,subst:sg:nom:n
10688,reszka,subst:sg:acc:f
10689,mławski,adj:sg:acc:f:pos
10690,Stupsk,ign
10691,administracyjnie,adv:pos
10692,ciechanowski,adj:sg:gen:m1:pos
10693,Brandon,ign
10694,Wheat,ign
10695,Kings,ign
10696,hokejowy,adj:sg:gen:m1:pos
10697,WHL,ign
10698,dywizja,subst:sg:gen:f
10699,rewident,subst:sg:nom:m1
10700,zawiadomienie,subst:sg:nom:n
10701,popełnieć,ger:sg:gen:n:perf:aff
10702,netka,ign
10703,przemyślać,ppas:sg:nom:m1:imperf:neg
10704,aborcja,subst:sg:acc:f
10705,przepowiedzieć,inf:perf
10706,zapłodnienie,subst:sg:gen:n
10707,zapobiec,inf:perf
10708,farmakologicznie,adv:pos
10709,nieszczęśliwy,adj:sg:nom:n:pos
10710,usprawiedliwiać,praet:sg:m1:imperf
10711,odczucie,subst:sg:nom:n
10712,chrzanić,fin:sg:ter:imperf
10713,podążać,praet:sg:m1:imperf
10714,przestarzały,adj:sg:nom:m1:pos
10715,łacina,subst:sg:gen:f
10716,darek,subst:sg:inst:m3
10717,poprostu,ign
10718,zalatuja,ign
10719,fanatyzm,subst:sg:nom:m3
10720,oddzielnie,adv:pos
10721,niedopuszczalny,adj:sg:nom:n:pos
10722,dozwolić,ppas:sg:nom:m1:perf:aff
10723,dzicko,ign
10724,MaksiKaz,ign
10725,wytłumaczyć,praet:sg:m1:perf
10726,decyzyjność,subst:sg:nom:f
10727,poczęcie,subst:sg:gen:n
10728,zbuntowany,subst:sg:nom:m1
10729,Anioł,subst:pl:nom:m1
10730,zabronia,ign
10731,otworzyś,ign
10732,ginekolog,subst:sg:gen:m1
10733,zelegalizuje,ign
10734,wlepiać,praet:sg:f:imperf
10735,Kaznodzieya,ign
10736,blokade,ign
10737,zaopiekować,praet:pl:m1:perf
10738,pocieszyć,praet:sg:m1:perf
10739,latko,subst:sg:gen:n
10740,takigo,ign
10741,brzdąc,subst:pl:inst:m1
10742,myślałą,ign
10743,echh,ign
10744,pytanko,subst:sg:nom:n
10745,troche,ign
10746,głup,subst:sg:loc:m1
10747,widomość,subst:sg:gen:f
10748,MAŁABY,ign
10749,zeby,ign
10750,zlegalizowa,ign
10751,moga,ign
10752,wstrętny,adj:sg:acc:f:pos
10753,kaleki,adj:sg:nom:n:pos
10754,roślinka,subst:sg:acc:f
10755,wkórzam,ign
10756,bezpodstawnie,adv:pos
10757,zarzucać,pcon:imperf
10758,zezwolona,ign
10759,zlegalizowałoby,ign
10760,antykoncepcja,subst:sg:gen:f
10761,eutanazja,subst:sg:acc:f
10762,popierać,fin:sg:pri:imperf
10763,gó,ign
10764,niar,ign
10765,niedojrzały,adj:pl:gen:m1:pos
10766,gumka,subst:sg:inst:f
10767,poród,subst:sg:nom:m3
10768,Pozatym,ign
10769,docenić,fin:pl:ter:perf
10770,jednoznaczny,adj:sg:acc:f:pos
10771,zdolny,adj:pl:nom:m1:sup
10772,kilkunastotygodniowy,adj:sg:nom:m1:pos
10773,płód,subst:sg:gen:m3
10774,TredowataAsiu,ign
10775,opadać,praet:pl:m2:imperf
10776,post,subst:pl:nom:m2
10777,Giertych,subst:sg:inst:m1
10778,rodzenie,subst:sg:nom:n
10779,ironia,subst:sg:nom:f
10780,nieprawdaż,interj
10781,pszczółka,subst:sg:nom:f
10782,nawiązać,fin:sg:pri:perf
10783,ciasnota,subst:sg:acc:f
10784,przełknąć,inf:perf
10785,np,ign
10786,kolwiek,ign
10787,macierzyństwo,subst:sg:nom:n
10788,tyg,ign
10789,bodziec,subst:sg:inst:m2
10790,egoistka,subst:sg:gen:f
10791,cytat,subst:pl:nom:m3
10792,kaznodzieja,subst:sg:gen:m1
10793,głupia,subst:sg:nom:f
10794,kastel,subst:sg:nom:m3
10795,Fidirdo,ign
10796,akordeonistyki,ign
10797,yhm,ign
10798,firmować,ppas:sg:nom:m1:imperf:aff
10799,akordeon,subst:sg:inst:m3
10800,Borsini,ign
10801,Zerosette,ign
10802,Ekselsjor,ign
10803,Bugari,ign
10804,pomniejszy,adj:sg:nom:n:pos
10805,winko,subst:sg:nom:n
10806,gazowany,adj:sg:nom:n:pos
10807,kurde,interj
10808,zwinąć,praet:pl:m1:perf
10809,przednie,adv:pos
10810,przewieźć,ppas:pl:nom:m1:perf:aff
10811,tefałenie,ign
10812,PolSat,subst:sg:nom:m3
10813,erteel,ign
10814,Malajkat,ign
10815,kuźwa,interj
10816,Adaś,subst:sg:loc:m1
10817,gitarce,ign
10818,gitarzysta,subst:sg:nom:m1
10819,brelok,subst:sg:inst:m3
10820,łys,subst:pl:nom:m3
10821,bas,subst:sg:inst:m1
10822,akordeonista,subst:pl:nom:m1
10823,osiemdziesiątka,subst:sg:nom:f
10824,kształcenie,subst:sg:dat:n
10825,siedemset,num:pl:nom:m1:rec
10826,Sycylia,subst:sg:gen:f
10827,kurczę,subst:pl:gen:n
10828,przeganiać,fin:sg:ter:imperf
10829,tańczyć,fin:pl:ter:imperf
10830,potańcówka,subst:sg:gen:f
10831,piccy,ign
10832,pepsikolę,ign
10833,najeść,inf:perf
10834,spójność,subst:sg:gen:f
10835,studio,subst:sg:dat:n
10836,Bruksela,subst:sg:gen:f
10837,Rega,subst:pl:gen:f
10838,Samecki,ign
10839,seminarium,subst:pl:nom:n
10840,samokształcenie,subst:sg:nom:n
10841,dydaktyczny,adj:pl:gen:m1:pos
10842,folia,subst:pl:nom:f
10843,wyświetlać,inf:imperf
10844,przyswoić,ppas:sg:nom:f:perf:aff
10845,skrypt,subst:pl:gen:m3
10846,Olga,subst:sg:acc:f
10847,zmiąć,ppas:sg:nom:m1:perf:aff
10848,kwitek,subst:sg:inst:m3
10849,filiżanka,subst:sg:gen:f
10850,kęs,subst:pl:loc:m3
10851,szarlotka,subst:sg:nom:f
10852,nitka,subst:sg:dat:f
10853,kaloria,subst:sg:gen:f
10854,smaczny,adj:sg:nom:m1:pos
10855,cytrynowy,adj:sg:gen:m1:pos
10856,powrotny,adj:sg:gen:f:pos
10857,graciarnia,subst:sg:gen:f
10858,pociągnąć,praet:sg:f:perf
10859,zmrozić,ppas:sg:nom:f:perf:aff
10860,sikać,praet:sg:f:imperf
10861,trawnik,subst:sg:inst:m3
10862,oświetlić,praet:pl:m2:perf
10863,Rimini,ign
10864,wysączyć,ppas:sg:acc:f:perf:aff
10865,ruda,subst:pl:dat:f
10866,smug,subst:pl:nom:m3
10867,kelner,subst:sg:nom:m1
10868,szklaneczka,subst:sg:acc:f
10869,Ziemia,subst:sg:gen:f
10870,wygląd,subst:sg:nom:m3
10871,architektura,subst:sg:gen:f
10872,przywdziać,praet:sg:m1:perf
10873,brylant,subst:sg:nom:m3
10874,emalia,subst:sg:gen:f
10875,niewyobrażalny,adj:sg:nom:n:pos
10876,wspaniałość,subst:sg:gen:f
10877,rozciągać,praet:pl:m2:imperf
10878,Dominguina,ign
10879,dziwy,adj:pl:nom:m1:pos
10880,nierozłączny,adj:sg:gen:f:pos
10881,corrida,subst:sg:gen:f
10882,Dominguín,ign
10883,sedno,subst:sg:nom:n
10884,arena,subst:sg:acc:f
10885,toreador,subst:sg:nom:m1
10886,byk,subst:sg:inst:m2
10887,Warbud,ign
10888,Construction,ign
10889,Budimex,ign
10890,bodaj,qub
10891,teoretyk,subst:pl:gen:m1
10892,przejrzystość,subst:sg:gen:f
10893,parkerów,ign
10894,Colina,ign
10895,Rowe'a,ign
10896,Slutzky'ego,ign
10897,przezroczystość,subst:sg:nom:f
10898,niewidoczny,adj:sg:nom:n:pos
10899,niespodziewanie,adv:pos
10900,ujawnić,inf:perf
10901,ruchomy,adj:sg:nom:n:pos
10902,wciągnąć,praet:sg:m1:perf
10903,tajemny,adj:pl:gen:m1:pos
10904,pośrednik,subst:sg:inst:m1
10905,wysłannik,subst:sg:nom:m1
10906,wypuszczać,imps:imperf
10907,wyczarowywać,praet:sg:m1:imperf
10908,sterta,subst:sg:gen:f
10909,Bau,ign
10910,bandoneon,subst:sg:gen:m3
10911,postkomunista,subst:sg:gen:m1
10912,ROP,subst:sg:nom:m3
10913,spłata,subst:sg:acc:f
10914,niezmiernie,adv:pos
10915,gotowanie,subst:sg:nom:n
10916,wyznaczać,fin:pl:ter:imperf
10917,paw,subst:pl:nom:m2
10918,wdrapywać,fin:pl:ter:imperf
10919,luneta,subst:sg:acc:f
10920,reflektor,subst:pl:gen:m3
10921,lot,subst:pl:gen:m3
10922,ustawać,fin:sg:ter:imperf
10923,zapadać,praet:sg:m1:imperf
10924,ochłodzić,praet:sg:n:perf
10925,dygotać,inf:imperf
10926,wszechwiedząca,subst:pl:inst:f
10927,garbus,subst:sg:gen:m1
10928,wytarzać,praet:sg:m1:perf
10929,pokrzywa,subst:sg:nom:f
10930,obić,ppas:sg:gen:m1:perf:aff
10931,parasolka,subst:sg:gen:f
10932,madrycki,adj:sg:nom:m1:pos
10933,właściwość,subst:sg:gen:f
10934,bryła,subst:pl:inst:f
10935,zamrozić,ger:sg:nom:n:perf:aff
10936,pochodzenie,subst:sg:nom:n
10937,pozaplanetarny,adj:sg:nom:f:pos
10938,współdziałać,fin:pl:ter:imperf
10939,George,subst:sg:nom:m1
10940,Mitchell,subst:sg:gen:m1
10941,weteran,subst:pl:gen:m1
10942,pokojowy,subst:sg:gen:m1
10943,spodziewany,adj:pl:gen:m1:pos
10944,kumpela,subst:sg:acc:f
10945,388,num:pl:nom:m1:rec
10946,1921,num:pl:nom:m1:rec
10947,35,num:pl:nom:m1:rec
10948,niepolski,adj:sg:gen:f:pos
10949,sz,ign
10950,ramiączko,subst:pl:loc:n
10951,gładziutki,adj:sg:acc:f:pos
10952,dokupić,praet:pl:m1:perf
10953,motek,subst:sg:nom:m3
10954,Iwanow,subst:sg:gen:m1
10955,federalny,adj:sg:nom:m1:pos
10956,liczebność,subst:sg:gen:f
10957,Grozny,subst:sg:inst:m3
10958,partyzant,subst:pl:inst:m1
10959,czeczeński,adj:sg:nom:n:pos
10960,zestrzelić,ger:sg:dat:n:perf:aff
10961,Soit,ign
10962,Żegota,subst:sg:gen:m1
10963,przezroczysty,adj:sg:inst:m1:pos
10964,koszulka,subst:sg:dat:f
10965,troskliwy,adj:sg:gen:f:pos
10966,siostrzany,adj:sg:acc:f:pos
10967,zażyć,ger:sg:dat:n:perf:aff
10968,nasenny,adj:sg:nom:n:pos
10969,siatkówka,subst:sg:gen:f
10970,bridż,subst:sg:gen:m2
10971,pled,subst:pl:nom:m3
10972,froty,ign
10973,niedługi,adj:sg:inst:m1:pos
10974,rześki,adj:sg:gen:f:pos
10975,chwytać,fin:sg:pri:imperf
10976,szept,subst:sg:inst:m3
10977,usnąć,fin:sg:ter:perf
10978,odpływać,praet:sg:f:imperf
10979,zabawić,fin:sg:ter:perf
10980,TW,subst:sg:nom:m3
10981,ardowski,ign
10982,powściągliwy,adj:sg:nom:m1:pos
10983,ofiarny,adj:sg:nom:m1:pos
10984,Madej,subst:sg:dat:m1
10985,pobłażliwy,adj:sg:acc:f:pos
10986,lodowaty,adj:sg:nom:n:pos
10987,dziwka,subst:sg:dat:f
10988,Dunajec,subst:sg:gen:m3
10989,plaża,subst:sg:gen:f
10990,gwizdek,subst:sg:nom:m3
10991,ratownik,subst:pl:nom:m1
10992,milicyjny,adj:sg:nom:m1:pos
10993,sprowokować,ppas:sg:nom:f:perf:aff
10994,grzech,subst:pl:nom:m3
10995,przekroczyć,inf:perf
10996,równe,subst:sg:nom:n
10997,popis,subst:sg:inst:m3
10998,milicjant,subst:sg:nom:m1
10999,powrzaskiwać,ger:pl:gen:n:imperf:aff
11000,epitet,subst:pl:gen:m3
11001,bolesny,adj:sg:nom:n:pos
11002,Mairrou,ign
11003,bhang,ign
11004,indyjski,adj:sg:nom:m1:pos
11005,taniec,subst:sg:gen:m3
11006,bhangra,ign
11007,przypisywać,ger:sg:nom:n:imperf:aff
11008,pobudzający,adj:pl:gen:m1:pos
11009,afrodyzjak,subst:pl:gen:m3
11010,substrat,subst:sg:gen:m3
11011,Indie,subst:pl:loc:n
11012,Dankowski,ign
11013,drugoligowy,adj:sg:gen:f:pos
11014,GKS,subst:sg:nom:m3
11015,Bełchatów,subst:sg:nom:m3
11016,górniczy,adj:sg:gen:f:pos
11017,powierzyć,praet:pl:m1:perf
11018,szkoleniowiec,subst:sg:nom:m1
11019,Tochelowi,ign
11020,doznać,praet:sg:f:perf
11021,siódma,subst:sg:gen:f
11022,seria,subst:sg:nom:f
11023,remis,subst:pl:gen:m3
11024,bezbramkowy,adj:sg:nom:m1:pos
11025,Tałasiewicz,ign
11026,Tałasiewicza,ign
11027,Petrol,ign
11028,konsumencki,adj:sg:nom:n:pos
11029,Q,subst:sg:nom:n
11030,wołowy,adj:sg:nom:f:pos
11031,Mariusz,subst:sg:gen:m1
11032,borsuk,subst:sg:nom:m2
11033,wyrób,subst:pl:nom:m3
11034,receptura,subst:sg:gen:f
11035,peklować,praet:pl:m1:imperf
11036,sucho,adv:pos
11037,Łowicz,subst:sg:loc:m3
11038,Rawa,subst:sg:gen:f
11039,Zenon,subst:sg:nom:m1
11040,Czarnecka,subst:pl:dat:f
11041,wiceprzewodnicząca,subst:pl:gen:f
11042,położna,subst:pl:gen:f
11043,przebiegać,fin:sg:ter:imperf
11044,pomimo,prep:gen
11045,celny,adj:sg:gen:m1:pos
11046,terminal,subst:sg:gen:m3
11047,świecki,adj:sg:nom:f:pos
11048,TIR,subst:sg:nom:m2
11049,przekroczenie,subst:sg:nom:n
11050,mnóstwo,subst:sg:nom:n
11051,dofinansować,ger:sg:nom:n:perf:aff
11052,analogia,subst:pl:nom:f
11053,epizodyczny,adj:sg:nom:n:pos
11054,romantyzm,subst:sg:gen:m3
11055,wielogłos,subst:sg:nom:m3
11056,patriotyzm,subst:sg:nom:m3
11057,polemik,subst:sg:gen:m1
11058,recept,subst:sg:nom:m3
11059,rzekomy,adj:sg:nom:m1:pos
11060,płatny,adj:sg:acc:f:pos
11061,sorry,ign
11062,przegrywać,praet:pl:m2:imperf
11063,pracodawca,subst:sg:gen:m1
11064,bezpardonowy,adj:sg:acc:f:pos
11065,naganny,adj:pl:gen:m1:pos
11066,rozrachunek,subst:sg:gen:m3
11067,wliczyć,praet:pl:m1:perf
11068,ogólny,adj:pl:gen:m1:pos
11069,słabo,adv:pos
11070,larum,subst:sg:nom:n
11071,Kazio,subst:sg:nom:m1
11072,popaść,fin:sg:ter:perf
11073,walec,subst:sg:nom:m3
11074,rekomendacja,subst:sg:acc:f
11075,przeskoczyć,praet:sg:m1:perf
11076,Rogowska,subst:sg:nom:f
11077,tyczkarka,subst:sg:nom:f
11078,szereg,subst:pl:loc:m3
11079,wątek,subst:sg:nom:m3
11080,niepokoić,fin:pl:ter:imperf
11081,niekontrolowany,adj:sg:gen:m1:pos
11082,Basia,subst:sg:nom:f
11083,lobby,subst:sg:nom:n
11084,pokrywać,inf:imperf
11085,kreować,fin:pl:ter:imperf
11086,nieoceniony,adj:sg:nom:n:pos
11087,tuba,subst:sg:acc:f
11088,propagandowy,adj:pl:gen:m1:pos
11089,autorytet,subst:pl:gen:m3
11090,Magusiu,ign
11091,dygresja,subst:sg:gen:f
11092,sterylny,adj:sg:nom:f:pos
11093,wysmakować,ppas:sg:nom:m1:perf:aff
11094,picuś,subst:sg:nom:m1
11095,awangardowy,adj:sg:nom:f:pos
11096,dizajnerski,adj:sg:nom:m1:pos
11097,opływowy,adj:sg:nom:m1:pos
11098,Sam,subst:sg:gen:m1
11099,pensja,subst:pl:nom:f
11100,przywitać,inf:perf
11101,sztywno,adv:pos
11102,fundamentalny,adj:pl:gen:m1:pos
11103,Vero,ign
11104,oszczędzać,fin:sg:pri:imperf
11105,Erik,subst:sg:dat:m1
11106,trafny,adj:sg:nom:n:pos
11107,argumentacja,subst:sg:nom:f
11108,Jean,subst:sg:nom:m1
11109,Paul,subst:sg:gen:m1
11110,odzywać,impt:sg:sec:imperf
11111,Vera,ign
11112,opryskliwie,adv:pos
11113,koperta,subst:pl:loc:f
11114,przesyłać,fin:sg:pri:imperf
11115,czasopismo,subst:sg:gen:n
11116,opowiadanie,subst:sg:nom:n
11117,sumpt,subst:sg:inst:m3
11118,naciągnąć,ppas:sg:gen:f:perf:aff
11119,nikły,adj:sg:nom:n:pos
11120,przestój,subst:pl:nom:m3
11121,debiutant,subst:sg:inst:m1
11122,skomentować,ppas:sg:nom:f:perf:neg
11123,szpilka,subst:pl:loc:f
11124,piekielny,adj:sg:nom:f:pos
11125,zegarek,subst:sg:nom:m3
11126,wyliczyć,praet:sg:m1:perf
11127,jasność,subst:sg:nom:f
11128,skonfiskować,ppas:sg:nom:n:perf:aff
11129,316,num:pl:nom:m1:rec
11130,dealer,subst:pl:gen:m1
11131,rutynowy,adj:sg:gen:f:pos
11132,inspekcja,subst:sg:gen:f
11133,inflacja,subst:sg:acc:f
11134,statystyczny,adj:sg:acc:f:pos
11135,spadły,adj:sg:nom:m1:pos
11136,obfity,adj:sg:nom:n:pos
11137,mokry,adj:sg:inst:m1:pos
11138,sąsiedni,adj:sg:gen:m1:pos
11139,elektryczność,subst:sg:nom:f
11140,sztormowy,adj:sg:nom:n:pos
11141,bałtycki,adj:pl:gen:m1:pos
11142,frachtowiec,subst:sg:gen:m2
11143,Sarbas,ign
11144,Uusikaupunki,ign
11145,240,num:pl:nom:m1:rec
11146,Helsinki,subst:pl:loc:n
11147,krzaczek,subst:pl:inst:m3
11148,przeważnie,adv:pos
11149,kumulować,fin:pl:ter:imperf
11150,zagłębie,subst:sg:inst:n
11151,truskawkowy,adj:sg:gen:m1:pos
11152,Stryków,subst:sg:gen:m3
11153,Barlickiego,ign
11154,Siemens,subst:sg:nom:m1
11155,CDU,subst:sg:nom:f
11156,wielomilionowy,adj:sg:nom:n:pos
11157,datek,subst:pl:nom:m3
11158,tolerować,fin:sg:ter:imperf
11159,NRD,subst:sg:nom:f
11160,Capital,ign
11161,Bundestag,subst:sg:gen:m3
11162,bit,brev:npun
11163,Volker,ign
11164,Neumann,ign
11165,o2,ign
11166,garnizonowy,subst:sg:gen:m1
11167,czytelniczy,adj:sg:gen:m1:pos
11168,zasadniczy,adj:sg:gen:f:pos
11169,JW,ign
11170,3371,num:pl:nom:m1:rec
11171,szer,subst:sg:nom:m3
11172,Orłowski,subst:sg:gen:m1
11173,Stysiał,ign
11174,Szynal,ign
11175,estradowy,adj:pl:gen:m1:pos
11176,serdeczny,adj:sg:gen:m1:sup
11177,podziękowanie,subst:pl:inst:n
11178,JPB,ign
11179,Budexim,ign
11180,San,subst:sg:loc:m3
11181,zet,subst:sg:nom:m1
11182,Słowik,subst:sg:gen:m1
11183,diagnostyczny,adj:sg:gen:f:pos
11184,ginekologiczny,adj:sg:inst:m1:pos
11185,Wawrzynkiewicz,ign
11186,sekcja,subst:sg:gen:f
11187,nożny,adj:sg:acc:f:pos
11188,jarosławski,adj:sg:nom:f:pos
11189,zasługa,subst:sg:nom:f
11190,V,num:pl:nom:m1:rec
11191,bombowo,adv:pos
11192,instruktor,subst:pl:dat:m1
11193,miesięczny,adj:sg:gen:m1:pos
11194,targowy,adj:sg:nom:m1:pos
11195,oporowy,adj:sg:gen:m1:pos
11196,rezerwacja,subst:sg:nom:f
11197,targowisko,subst:pl:loc:n
11198,przedpłata,subst:pl:gen:f
11199,bloczek,subst:sg:nom:m3
